Sentence,Words,Entity
,is,O
,the,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,actress,B-E
,of,O
,The,B-E
,God,I-E
,Who,I-E
,Wasn't,I-E
,There,I-E
,?,O
Sentence: 4289,What,O
,is,O
,the,O
,associated,B-E
,musical,I-E
,artist,I-E
,of,O
,the,O
,musical,B-E
,artists,I-E
,whose,O
,notable,B-E
,instruments,I-E
,is,O
Sentence: 4290,What,O
,are,O
,the,O
,airlines,B-E
,whose,O
,hub,B-E
,airport's,I-E
,operator,B-E
,is,O
Sentence: 4291,What,O
,is,O
,the,O
,parent,B-E
,company,I-E
,of,O
,the,O
,automobile,B-E
,whose,O
,assembly,B-E
,is,O
,Colombia,B-E
,?,O
Sentence: 4292,Who,O
,is,O
,the,O
,film,B-E
,director,I-E
,of,O
,The,O
,Haunted,O
,House,O
,(1929,O
,film),O
,?,O
Sentence: 4293,What,O
,is,O
,the,O
,total,O
,nummber,O
,of,O
,purpose,B-E
,of,O
,the,O
,organisations,B-E
,which,O
,are,O
,Non-governmental,B-E
,organization,I-E
,?,O
Sentence: 4294,What,O
,is,O
,the,O
,team,B-E
,played,I-E
,for,I-E
,of,O
,the,O
,american,B-E
,football,I-E
,players,I-E
,whose,O
,birthplace,B-E
,is,O
Sentence: 4295,What,O
,is,O
,the,O
,religion,B-E
,of,O
,the,O
,Katyayana,B-E
,(Buddhist),I-E
,and,O
,political,B-E
,ideology,I-E
,of,O
,the,O
,Palang,B-E
,Dharma,I-E
,Party,I-E
Sentence: 4296,Count,O
,the,O
,tenants,B-E
,in,O
Sentence: 4297,What,O
,is,O
,the,O
,starring,B-E
,of,O
,the,O
,movies,B-E
,whose,O
,writer,B-E
,is,O
Sentence: 4298,Count,O
,the,O
,religion,B-E
,of,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,political,B-E
,party,I-E
,is,O
Sentence: 4299,What,O
,is,O
,the,O
,mascot,B-E
,of,O
,the,O
,school,B-E
,which,O
,is,O
,the,O
,rival,B-E
,of,O
,Sullivan,B-E
,Central,I-E
,High,I-E
,School,I-E
,?,O
Sentence: 4300,What,O
,is,O
,the,O
,honorary,B-E
,title,I-E
,of,O
,the,O
,Dion,B-E
,Beebe,I-E
,and,O
,awards,B-E
,of,O
,the,O
,Charles,B-E
,LeMaire,I-E
Sentence: 4301,What,O
,is,O
,the,O
,née,B-E
,of,O
,Putri,O
,Raemawasti,O
,?,O
Sentence: 4302,What,O
,is,O
,the,O
,party,B-E
,of,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,children,B-E
,is,O
,Sanjay,B-E
,Gandhi,I-E
,?,O
Sentence: 4303,What,O
,is,O
,the,O
,tenants,B-E
,of,O
,the,O
,MasterCard,B-E
,Centre,I-E
,and,O
,draft,B-E
,team,I-E
,of,O
,the,O
,Antoine,B-E
,Bibeau,I-E
Sentence: 4304,How,O
,many,O
,profession,B-E
,are,O
,there,O
,of,O
,the,O
,people,B-E
,whose,O
,died,B-E
,in,I-E
,is,O
,Tampa,B-E
,Florida,I-E
,?,O
Sentence: 4305,Who,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,branch,B-E
,is,O
Sentence: 4306,Who,O
,is,O
,the,O
,person,B-E
,whose,O
,born,B-E
,in,I-E
,is,O
,Gelnhausen,B-E
,and,O
,graduated,B-E
,from,I-E
,is,O
Sentence: 4307,What,O
,is,O
,the,O
,birth,B-E
,place,I-E
,of,O
,the,O
,musical,B-E
,artists,I-E
,whose,O
,associated,B-E
,acts,I-E
,is,O
Sentence: 4308,What,O
,is,O
,the,O
,religious,B-E
,affiliation,I-E
,of,O
,the,O
,Wickramabahu,B-E
,Central,I-E
,College,I-E
,(National,I-E
,School),I-E
,and,O
,Neungin,B-E
,High,I-E
,School,I-E
Sentence: 4309,What,O
,is,O
,the,O
,designed,B-E
,by,I-E
,of,O
,Language,O
,Integrated,O
,Query,O
,?,O
Sentence: 4310,What,O
,is,O
,the,O
,debut,B-E
,team,I-E
,of,O
,Dan,O
,Otero,O
,?,O
Sentence: 4311,What,O
,is,O
,the,O
,Pole,B-E
,driver,I-E
,of,O
,the,O
,1997,B-E
,Canadian,I-E
,Grand,I-E
,Prix,I-E
,and,O
,1994,B-E
,Spanish,I-E
,Grand,I-E
,Prix,I-E
Sentence: 4312,Who,O
,are,O
,the,O
,founded,B-E
,by,I-E
,of,O
,Not,O
,on,O
,Our,O
,Watch,O
,(organization)?,O
Sentence: 4313,What,O
,is,O
,the,O
,Artist,B-E
,of,O
,the,O
,owl,B-E
,which,O
,is,O
,the,O
,subsequent,B-E
,work,I-E
,of,O
,Ella,B-E
,Loves,I-E
,Cole,I-E
,?,O
Sentence: 4314,What,O
,is,O
,the,O
,owning,B-E
,company,I-E
,of,O
,Sony,O
,Bank,O
,?,O
Sentence: 4315,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,Downriver,B-E
,and,O
,birth,B-E
,city,I-E
,of,O
,the,O
,Cyrus,B-E
,Mann,I-E
Sentence: 4316,Who,O
,is,O
,the,O
,religious,B-E
,whose,O
,title,B-E
,is,O
Sentence: 4317,What,O
,is,O
,the,O
,craft,B-E
,of,O
,the,O
,people,B-E
,whose,O
,death,B-E
,place,I-E
,is,O
Sentence: 4318,What,O
,is,O
,the,O
,known,B-E
,for,I-E
,of,O
,the,O
,owl,B-E
,whose,O
,field,B-E
,is,O
,Veterinary,B-E
,physician,I-E
,?,O
Sentence: 4319,What,O
,is,O
,the,O
,movie,B-E
,whose,O
,music,B-E
,is,O
,Geoffrey,B-E
,Burgon,I-E
,and,O
,editor,B-E
,is,O
Sentence: 4320,What,O
,is,O
,the,O
,children,B-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,film,B-E
,starring,I-E
,of,O
,The,B-E
,Weathered,I-E
,Underground,I-E
,?,O
Sentence: 4321,What,O
,is,O
,the,O
,owning,B-E
,company,I-E
,of,O
,the,O
,Evraz,B-E
,and,O
,is,B-E
,owned,I-E
,by,I-E
,of,O
,the,O
,Chelsea,B-E
,F.C.,I-E
Sentence: 4322,Is,O
,Nelson,B-E
,Mandela,I-E
,the,O
,notable,B-E
,commanders,I-E
,of,O
Sentence: 4323,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,associate,B-E
,is,O
,Marcus,B-E
,Calpurnius,I-E
,Bibulus,I-E
,and,O
,kids,B-E
,is,O
Sentence: 4324,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,screenplay,B-E
,is,O
Sentence: 4325,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,writer,B-E
,of,O
,the,O
,singles,B-E
,whose,O
,recorded,B-E
,in,I-E
,is,O
,Miami,B-E
,?,O
Sentence: 4326,What,O
,is,O
,the,O
,faith,B-E
,of,O
,the,O
,ethnic,B-E
,group,I-E
,which,O
,is,O
,the,O
,architecture,B-E
,of,O
,Sanggar,B-E
,Agung,I-E
,?,O
Sentence: 4327,What,O
,is,O
,the,O
,producer,B-E
,of,O
,the,O
,album,B-E
,which,O
,is,O
,the,O
,Album,B-E
,of,O
,Money,B-E
,(Pink,I-E
,Floyd,I-E
,song),I-E
,?,O
Sentence: 4328,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,artistic,B-E
,genre,I-E
,is,O
,Science,B-E
,fiction,I-E
,and,O
,theme,B-E
,music,I-E
,composer,I-E
,is,O
Sentence: 4329,What,O
,is,O
,the,O
,company,B-E
,whose,O
,founded,B-E
,by,I-E
,is,O
Sentence: 4330,Who,O
,is,O
,the,O
,writer,B-E
,of,O
,Mark,O
,Twain,O
,Tonight,O
,?,O
Sentence: 4331,How,O
,many,O
,membership,B-E
,are,O
,there,O
,in,O
Sentence: 4332,Is,O
,Kevin,B-E
,Rudd,I-E
,the,O
,prime,B-E
,minister,I-E
,of,O
Sentence: 4333,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,Daniel,B-E
,L.,I-E
,D.,I-E
,Granger,I-E
,and,O
,Job,B-E
,Durfee,I-E
Sentence: 4334,What,O
,is,O
,the,O
,mascot,B-E
,of,O
,the,O
,handball,B-E
,team,I-E
,whose,O
,league,B-E
,is,O
,Turkish,B-E
,Handball,I-E
,Super,I-E
,League,I-E
,?,O
Sentence: 4335,What,O
,is,O
,the,O
,recorded,B-E
,in,I-E
,of,O
,the,O
,Live,B-E
,in,I-E
,Detroit,I-E
,MI,I-E
,and,O
,official,B-E
,residence,I-E
,of,O
,the,O
,Ken,B-E
,Holland,I-E
Sentence: 4336,What,O
,is,O
,the,O
,language,B-E
,of,O
,the,O
,owls,B-E
,whose,O
,Artist,B-E
,is,O
Sentence: 4337,What,O
,is,O
,the,O
,associated,B-E
,musical,I-E
,artist,I-E
,of,O
,the,O
,musical,B-E
,artists,I-E
,whose,O
,label,B-E
,is,O
Sentence: 4338,What,O
,is,O
,the,O
,river,B-E
,of,O
,the,O
,settlement,B-E
,which,O
,is,O
,the,O
,nearest,B-E
,city,I-E
,of,O
,Mount,B-E
,Raimer,I-E
,?,O
Sentence: 4339,What,O
,is,O
,the,O
,scientist,B-E
,whose,O
,supervisor's,B-E
,doctoral,B-E
,students,I-E
,is,O
Sentence: 4340,What,O
,is,O
,the,O
,relation,B-E
,of,O
,the,O
,military,B-E
,people,I-E
,whose,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,is,O
Sentence: 4341,What,O
,is,O
,the,O
,debutteam,B-E
,of,O
,the,O
,Hinkey,B-E
,Haines,I-E
,and,O
,Deion,B-E
,Sanders,I-E
Sentence: 4342,What,O
,is,O
,the,O
,route,B-E
,end,I-E
,of,O
,the,O
,Mumbai,B-E
,Vadodara,I-E
,Expressway,I-E
,and,O
,garrison,B-E
,of,O
,the,O
,East,B-E
,Indies,I-E
,Station,I-E
Sentence: 4343,What,O
,is,O
,the,O
,member,B-E
,of,I-E
,political,I-E
,party,I-E
,of,O
,Virendra,O
,Kataria,O
,?,O
Sentence: 4344,Who,O
,are,O
,the,O
,scientists,B-E
,whose,O
,awards,B-E
,is,O
Sentence: 4345,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,awards,B-E
,whose,O
,presenter's,B-E
,headquarters,B-E
,is,O
Sentence: 4346,Who,O
,is,O
,the,O
,narrator,B-E
,of,O
,The,O
,Price,O
,of,O
,Beauty,O
,?,O
Sentence: 4347,Is,O
,Dan,B-E
,River,I-E
,(Middle,I-E
,East),I-E
,the,O
,left,B-E
,tributary,I-E
,of,O
Sentence: 4348,What,O
,is,O
,the,O
,producer,B-E
,(of,I-E
,product),I-E
,of,O
,the,O
,information,B-E
,appliance,I-E
,which,O
,is,O
,the,O
,operating,B-E
,system,I-E
,of,O
,Now,B-E
,TV,I-E
,(UK),I-E
,?,O
Sentence: 4349,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,associated,B-E
,musical,I-E
,artist,I-E
,of,O
,the,O
,musical,B-E
,artists,I-E
,whose,O
,notable,B-E
,instruments,I-E
,is,O
,Guitar,B-E
,?,O
Sentence: 4350,How,O
,many,O
,office,B-E
,holders,I-E
,are,O
,there,O
,whose,O
,official,B-E
,residence,I-E
,is,O
Sentence: 4351,What,O
,is,O
,the,O
,base,B-E
,currency,I-E
,of,O
,the,O
,country,B-E
,which,O
,is,O
,the,O
,operator,B-E
,of,O
,Marion,B-E
,Dufresne,I-E
,(1995),I-E
,?,O
Sentence: 4352,What,O
,is,O
,the,O
,region,B-E
,of,O
,the,O
,governor,B-E
,who,O
,is,O
,the,O
,Governor,B-E
,of,O
,Stephen,B-E
,L.R.,I-E
,McNichols,I-E
,?,O
Sentence: 4353,What,O
,is,O
,the,O
,operated,B-E
,by,I-E
,of,O
,Liverpool,O
,Playhouse,O
,?,O
Sentence: 4354,What,O
,is,O
,the,O
,composer,B-E
,of,O
,the,O
,song,B-E
,whose,O
,producer,B-E
,is,O
,Terry,B-E
,Melcher,I-E
,?,O
Sentence: 4355,Who,O
,is,O
,the,O
,series,B-E
,of,O
,The,O
,Lost,O
,Special,O
,?,O
Sentence: 4356,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,subsequent,B-E
,work,I-E
,of,O
,the,O
,albums,B-E
,whose,O
,performer,B-E
,is,O
,The,B-E
,Band,I-E
,?,O
Sentence: 4357,What,O
,is,O
,the,O
,musical,B-E
,artist,I-E
,whose,O
,notable,B-E
,instruments,I-E
,is,O
,Ludwig,B-E
,Drums,I-E
,and,O
,instrument,B-E
,is,O
Sentence: 4358,Count,O
,the,O
,rivers,B-E
,whose,O
,source,B-E
,country's,I-E
,official,B-E
,language,I-E
,is,O
Sentence: 4359,What,O
,is,O
,the,O
,nominee,B-E
,of,O
,the,O
,Jack,B-E
,Ryan,I-E
,(politician),I-E
,and,O
,Robert,B-E
,Sarvis,I-E
Sentence: 4360,What,O
,is,O
,the,O
,album,B-E
,of,O
,Where,O
,Everybody,O
,Knows,O
,Your,O
,Name,O
,?,O
Sentence: 4361,What,O
,is,O
,the,O
,sovereign,B-E
,state,I-E
,of,O
,the,O
,cheese,B-E
,whose,O
,ingredient,B-E
,is,O
Sentence: 4362,What,O
,is,O
,the,O
,river,B-E
,whose,O
,source,B-E
,region,I-E
,is,O
Sentence: 4363,What,O
,is,O
,the,O
,stockholder,B-E
,of,O
,the,O
,Galician,B-E
,Wikipedia,I-E
,and,O
,stockholder,B-E
,of,O
,the,O
,German,B-E
,Wikipedia,I-E
Sentence: 4364,What,O
,is,O
,the,O
,river,B-E
,whose,O
,city,B-E
,is,O
,Reading,B-E
,Berkshire,I-E
,and,O
,mouth,B-E
,place,I-E
,is,O
Sentence: 4365,What,O
,is,O
,the,O
,university,B-E
,of,O
,Alexander,O
,Magleby,O
,?,O
Sentence: 4366,Is,O
,Amharic,B-E
,the,O
,official,B-E
,language,I-E
,of,O
Sentence: 4367,What,O
,is,O
,the,O
,craft,B-E
,of,O
,the,O
,Craig,B-E
,Van,I-E
,Tilbury,I-E
,and,O
,sport,B-E
,of,O
,the,O
,Islamic,B-E
,Azad,I-E
,University,I-E
,Central,I-E
,Tehran,I-E
,Branch,I-E
Sentence: 4368,What,O
,is,O
,the,O
,products,B-E
,of,O
,the,O
,company,B-E
,which,O
,is,O
,the,O
,publisher,B-E
,of,O
,Tweenies:,B-E
,Game,I-E
,Time,I-E
,?,O
Sentence: 4369,List,O
,the,O
,government,B-E
,agencies,I-E
,whose,O
,location's,B-E
,leader,B-E
,name,I-E
,is,O
Sentence: 4370,What,O
,is,O
,the,O
,religious,B-E
,affiliation,I-E
,of,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,series,B-E
,is,O
,Absolutely,B-E
,Fabulous,I-E
,?,O
Sentence: 4371,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,music,B-E
,composer's,I-E
,instrument,B-E
,is,O
Sentence: 4372,Is,O
,Short,B-E
,Cut,I-E
,Draw,I-E
,Blood,I-E
,the,O
,Album,B-E
,of,O
Sentence: 4373,What,O
,is,O
,the,O
,religion,B-E
,of,O
,the,O
,Janaka,B-E
,Thissakuttiarachchi,I-E
,and,O
,employment,B-E
,of,O
,the,O
,Atia,B-E
Sentence: 4374,What,O
,is,O
,the,O
,largest,B-E
,city,I-E
,of,O
,the,O
,Union,B-E
,State,I-E
,and,O
,born,B-E
,at,I-E
,of,O
,the,O
,Svetlana,B-E
,Gounkina,I-E
Sentence: 4375,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,Artist,B-E
,is,O
,Christopher,B-E
,Franke,I-E
,and,O
,cast,B-E
,member,I-E
,is,O
Sentence: 4376,Who,O
,is,O
,the,O
,artist,B-E
,whose,O
,married,B-E
,is,O
Sentence: 4377,What,O
,is,O
,the,O
,debutteam,B-E
,of,O
,the,O
,soccer,B-E
,player,I-E
,whose,O
,youthclubs,B-E
,is,O
,Lighthouse,B-E
,Boys,I-E
,Club,I-E
,?,O
Sentence: 4378,What,O
,is,O
,the,O
,body,B-E
,discovered,I-E
,of,O
,the,O
,people,B-E
,whose,O
,alma,B-E
,mater,I-E
,is,O
Sentence: 4379,What,O
,is,O
,the,O
,designer,B-E
,of,O
,the,O
,bridge,B-E
,whose,O
,located,B-E
,in,I-E
,area,I-E
,is,O
,Oddamavadi,B-E
,?,O
Sentence: 4380,What,O
,is,O
,the,O
,leader,B-E
,name,I-E
,of,O
,the,O
,settlements,B-E
,whose,O
,governing,B-E
,body,I-E
,is,O
Sentence: 4381,What,O
,are,O
,the,O
,other,O
,co-founder,B-E
,of,O
,the,O
,record,B-E
,labels,I-E
,whose,O
,founded,B-E
,by,I-E
,is,O
,Chris,B-E
,DuBois,I-E
Sentence: 4382,What,O
,are,O
,the,O
,companies,B-E
,whose,O
,region,B-E
,served,I-E
,is,O
Sentence: 4383,What,O
,is,O
,the,O
,sovereign,B-E
,state,I-E
,of,O
,the,O
,Foods,B-E
,whose,O
,ingredient,B-E
,is,O
Sentence: 4384,How,O
,many,O
,name,B-E
,are,O
,there,O
,of,O
,the,O
,soccer,B-E
,club,I-E
,seasons,I-E
,whose,O
,chairman,B-E
,is,O
,Patrcia,B-E
,Amorim,I-E
,?,O
Sentence: 4385,How,O
,many,O
,genre,B-E
,are,O
,there,O
,of,O
,the,O
,video,B-E
,games,I-E
,whose,O
,game,B-E
,platform,I-E
,is,O
,Amiga,B-E
,?,O
Sentence: 4386,Is,O
,Buddhism,B-E
,the,O
,literary,B-E
,genre,I-E
,of,O
Sentence: 4387,How,O
,many,O
,relation,B-E
,are,O
,there,O
,of,O
,the,O
,military,B-E
,people,I-E
,whose,O
,battles,B-E
,is,O
,Battle,B-E
,of,I-E
,the,I-E
,Bulge,I-E
,?,O
Sentence: 4388,How,O
,many,O
,film,B-E
,genre,I-E
,are,O
,there,O
,of,O
,the,O
,video,B-E
,games,I-E
,whose,O
,game,B-E
,platform,I-E
,is,O
,Commodore,B-E
,CDTV,I-E
,?,O
Sentence: 4389,Is,O
,Quarterback,B-E
,the,O
,position,B-E
,of,O
Sentence: 4390,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,voicess,B-E
,are,O
,Eliza,B-E
,Schneider,I-E
,and,O
Sentence: 4391,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,director's,B-E
,resting,B-E
,place,I-E
,is,O
Sentence: 4392,List,O
,the,O
,debut,B-E
,team,I-E
,of,O
,the,O
,baseball,B-E
,players,I-E
,whose,O
,POB,B-E
,is,O
Sentence: 4393,Is,O
,Seattle,B-E
,the,O
,hub,B-E
,airport,I-E
,of,O
Sentence: 4394,Who,O
,is,O
,the,O
,edited,B-E
,by,I-E
,of,O
,British,O
,Gazette,O
,?,O
Sentence: 4395,What,O
,is,O
,the,O
,known,B-E
,for,I-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,relative,B-E
,of,O
,Mrunalini,B-E
,Kunte,I-E
,?,O
Sentence: 4396,What,O
,is,O
,the,O
,associated,B-E
,musical,I-E
,artist,I-E
,of,O
,the,O
,owls,B-E
,whose,O
,associated,B-E
,acts,I-E
,is,O
,Divertis,B-E
,?,O
Sentence: 4397,What,O
,are,O
,the,O
,notableworks,B-E
,of,O
,Russell,O
,T,O
,Davies?,O
Sentence: 4398,List,O
,the,O
,developer,B-E
,of,O
,the,O
,video,B-E
,games,I-E
,whose,O
,composer,B-E
,is,O
Sentence: 4399,What,O
,is,O
,the,O
,developer,B-E
,of,O
,the,O
,software,B-E
,whose,O
,operating,B-E
,system,I-E
,is,O
Sentence: 4400,What,O
,is,O
,the,O
,leader,B-E
,of,O
,the,O
,political,B-E
,parties,I-E
,whose,O
,seat,B-E
,is,O
Sentence: 4401,Is,O
,James,B-E
,Maker,I-E
,the,O
,associated,B-E
,band,I-E
,of,O
Sentence: 4402,Is,O
,Nick,B-E
,Jonas,I-E
,the,O
,past,B-E
,members,I-E
,of,O
Sentence: 4403,What,O
,is,O
,the,O
,tenant,B-E
,of,O
,the,O
,New,B-E
,Sanno,I-E
,Hotel,I-E
,and,O
,military,B-E
,branch,I-E
,of,O
,the,O
,Gary,B-E
,Holder-Winfield,I-E
Sentence: 4404,Who,O
,is,O
,the,O
,director,B-E
,of,O
,The,O
,Adventures,O
,of,O
,Mimi,O
,(video),O
,?,O
Sentence: 4405,What,O
,is,O
,the,O
,soccer,B-E
,manager,I-E
,whose,O
,manager,B-E
,club,I-E
,is,O
,Middlesbrough,B-E
,F.C.,I-E
,and,O
,managerclubs,B-E
,is,O
Sentence: 4406,What,O
,are,O
,the,O
,soccer,B-E
,players,I-E
,whose,O
,youthclubs's,B-E
,league,B-E
,is,O
Sentence: 4407,What,O
,is,O
,the,O
,key,B-E
,people,I-E
,of,O
,the,O
,The,B-E
,Elders,I-E
,(organization),I-E
,and,O
,president,B-E
,of,O
,the,O
,United,B-E
,World,I-E
,Colleges,I-E
Sentence: 4408,What,O
,are,O
,the,O
,soccer,B-E
,players,I-E
,whose,O
,currentclub's,B-E
,chairman,B-E
,is,O
Sentence: 4409,What,O
,is,O
,the,O
,member,B-E
,of,I-E
,political,I-E
,party,I-E
,of,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,place,B-E
,of,I-E
,birth,I-E
,is,O
,Mangalore,B-E
,?,O
Sentence: 4410,What,O
,is,O
,the,O
,working,B-E
,for,I-E
,of,O
,the,O
,Michael,B-E
,M.,I-E
,Sears,I-E
,and,O
,producer,B-E
,(of,I-E
,product),I-E
,of,O
,the,O
,Delta,B-E
,III,I-E
Sentence: 4411,What,O
,is,O
,the,O
,largest,B-E
,city,I-E
,of,O
,the,O
,administrative,B-E
,region,I-E
,which,O
,is,O
,the,O
,county,B-E
,of,O
,Cy-Fair,B-E
,High,I-E
,School,I-E
,?,O
Sentence: 4412,How,O
,many,O
,bacterias,B-E
,are,O
,there,O
,whose,O
,division,B-E
,is,O
Sentence: 4413,What,O
,is,O
,the,O
,allegiance,B-E
,of,O
,Peter,O
,Blay,O
,?,O
Sentence: 4414,Is,O
,Michigan,B-E
,Wolverines,I-E
,the,O
,currentteam,B-E
,of,O
Sentence: 4415,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,subsequent,B-E
,work,I-E
,is,O
,Crusade,B-E
,(TV,I-E
,series),I-E
,and,O
,Composer,B-E
,is,O
Sentence: 4416,What,O
,is,O
,the,O
,Band,B-E
,whose,O
,current,B-E
,members,I-E
,is,O
Sentence: 4417,What,O
,is,O
,the,O
,primeminister,B-E
,of,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,successor,B-E
,is,O
Sentence: 4418,What,O
,is,O
,the,O
,designer,B-E
,of,O
,the,O
,automobiles,B-E
,whose,O
,designer,B-E
,company,I-E
,is,O
,ASC,B-E
,Creative,I-E
,Services,I-E
,?,O
Sentence: 4419,What,O
,are,O
,the,O
,birds,B-E
,whose,O
,family,B-E
,is,O
Sentence: 4420,Who,O
,is,O
,the,O
,pole,B-E
,driver,I-E
,of,O
,1994,O
,Spanish,O
,Grand,O
,Prix,O
,?,O
Sentence: 4421,Is,O
,San,B-E
,Antonio,I-E
,the,O
,junction,B-E
,of,O
Sentence: 4422,How,O
,many,O
,medals,B-E
,are,O
,there,O
,of,O
,the,O
,economist,B-E
,who,O
,is,O
,the,O
,founded,B-E
,of,O
,Grameen,B-E
,Bank,I-E
,?,O
Sentence: 4423,Is,O
,Queen,B-E
,Latifah,I-E
,the,O
,group,B-E
,of,O
Sentence: 4424,How,O
,many,O
,notable,B-E
,work,I-E
,are,O
,there,O
,of,O
,the,O
,writer,B-E
,who,O
,is,O
,the,O
,writers,B-E
,of,O
,The,B-E
,Second,I-E
,Coming,I-E
,(TV,I-E
,serial),I-E
,?,O
Sentence: 4425,What,O
,musical,B-E
,artists's,I-E
,notable,B-E
,instruments,I-E
,is,O
,Gibson,B-E
,Guitar,I-E
,Corporation,I-E
Sentence: 4426,What,O
,is,O
,the,O
,primeminister,B-E
,of,O
,the,O
,member,B-E
,of,I-E
,parliament,I-E
,who,O
,is,O
,the,O
,has,B-E
,kids,I-E
,of,O
,Jack,B-E
,Ferguson,I-E
,?,O
Sentence: 4427,Is,O
,Annie,B-E
,Leibovitz,I-E
,the,O
,cover,B-E
,artist,I-E
,of,O
Sentence: 4428,What,O
,are,O
,the,O
,schools,B-E
,whose,O
,mascot's,B-E
,class,B-E
,is,O
Sentence: 4429,What,O
,is,O
,the,O
,played,B-E
,for,I-E
,of,O
,the,O
,Michael,B-E
,Springer,I-E
,and,O
,alumnus,B-E
,of,I-E
,of,O
,the,O
,Donald,B-E
,Brooks,I-E
Sentence: 4430,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,the,O
,Georgina,B-E
,Theodora,I-E
,Wood,I-E
,and,O
,Akwasi,B-E
,Oppong,I-E
,Fosu,I-E
Sentence: 4431,What,O
,is,O
,the,O
,movie,B-E
,whose,O
,distributor,B-E
,is,O
,Cinema,B-E
,International,I-E
,Corporation,I-E
,and,O
,writer,B-E
,is,O
Sentence: 4432,Is,O
,Pittsburgh,B-E
,Steelers,I-E
,the,O
,pastteams,B-E
,of,O
Sentence: 4433,Whose,O
,writers,B-E
,are,O
,Erik,B-E
,Jendresen,I-E
,and,O
Sentence: 4434,What,O
,is,O
,the,O
,Location,B-E
,of,O
,the,O
,Yellow,B-E
,Claw,I-E
,(DJs),I-E
,and,O
,Elasticsearch,B-E
Sentence: 4435,Who,O
,are,O
,the,O
,partner,B-E
,of,O
,Kelly,O
,Brook?,O
Sentence: 4436,What,O
,is,O
,the,O
,area,B-E
,of,O
,the,O
,broadcast,B-E
,network,I-E
,which,O
,is,O
,the,O
,affiliation,B-E
,of,O
,9TV,B-E
,?,O
Sentence: 4437,Who,O
,is,O
,the,O
,person,B-E
,whose,O
,partner,B-E
,is,O
Sentence: 4438,What,O
,is,O
,the,O
,sport,B-E
,of,O
,the,O
,schools,B-E
,whose,O
,religious,B-E
,affiliation,I-E
,is,O
,Harvest,B-E
,Christian,I-E
,Center,I-E
,?,O
Sentence: 4439,What,O
,are,O
,the,O
,american,B-E
,football,I-E
,players,I-E
,whose,O
,debut,B-E
,team's,I-E
,coach,B-E
,is,O
Sentence: 4440,Who,O
,are,O
,the,O
,Nickname,B-E
,of,O
,List,O
,of,O
,The,O
,Wolves,O
,of,O
,Mercy,O
,Falls,O
,characters?,O
Sentence: 4441,What,O
,is,O
,the,O
,river,B-E
,whose,O
,source,B-E
,country,I-E
,is,O
,Zambia,B-E
,and,O
,source,B-E
,region,I-E
,is,O
Sentence: 4442,How,O
,many,O
,member,B-E
,of,I-E
,political,I-E
,party,I-E
,are,O
,there,O
,of,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,is,O
,Delhi,B-E
,?,O
Sentence: 4443,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,Fiq,B-E
,Ethiopia,I-E
,and,O
,born,B-E
,at,I-E
,of,O
,the,O
,Adugna,B-E
,Deyas,I-E
Sentence: 4444,What,O
,is,O
,the,O
,headquarters,B-E
,of,O
,Juan,O
,Dalmau,O
,Ramrez,O
,?,O
Sentence: 4445,What,O
,is,O
,the,O
,religion,B-E
,of,O
,the,O
,president,B-E
,whose,O
,primeminister,B-E
,is,O
,Lee,B-E
,Hyun-jae,I-E
,?,O
Sentence: 4446,What,O
,is,O
,the,O
,maker,B-E
,of,O
,the,O
,automobile,B-E
,engine,I-E
,which,O
,is,O
,the,O
,engine,B-E
,of,O
,Ford,B-E
,F-Series,I-E
,first,I-E
,generation,I-E
,?,O
Sentence: 4447,What,O
,is,O
,the,O
,religious,B-E
,affiliation,I-E
,of,O
,Neungin,O
,High,O
,School,O
,?,O
Sentence: 4448,Is,O
,Maria,B-E
